session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
1993/94,1993,C,-1,Ej grupperade,60,4528,62.6279
1993/94,1993,C,9,kärnkraft / kärnkraften / el,7,524,7.2476
1993/94,1993,C,8,skatteväxling / gröna / grön skatteväxling,6,448,6.1964
1993/94,1993,C,24,partier / ansvar / folket,5,356,4.9239
1993/94,1993,C,16,partier / politiska / valet,4,332,4.592
1993/94,1993,C,7,eu / utsläppen / utsläpp,3,253,3.4993
1993/94,1993,C,25,jobb / arbetslösheten / arbetsmarknaden,3,239,3.3057
1993/94,1993,C,18,eu / europa / europeiska,3,168,2.3237
1993/94,1993,C,3,flyktingar / migrationspolitik / invandring,2,159,2.1992
1993/94,1993,C,10,barn / föräldrar / barnen,1,75,1.0373
1993/94,1993,C,21,jobb / arbetslösheten / arbetsmarknaden,1,75,1.0373
1993/94,1993,C,19,fn / afghanistan / usa,1,73,1.0097
1993/94,1993,KD,-1,Ej grupperade,63,4836,72.4169
1993/94,1993,KD,10,barn / föräldrar / barnen,6,445,6.6637
1993/94,1993,KD,3,flyktingar / migrationspolitik / invandring,4,306,4.5822
1993/94,1993,KD,24,partier / ansvar / folket,3,248,3.7137
1993/94,1993,KD,15,äldre / äldreomsorgen / pensionärer,2,175,2.6205
1993/94,1993,KD,21,jobb / arbetslösheten / arbetsmarknaden,2,169,2.5307
1993/94,1993,KD,22,ryssland / ukraina / ryska,2,161,2.4109
1993/94,1993,KD,23,nato / försvaret / militära,1,91,1.3627
1993/94,1993,KD,14,vården / vård / sjukvården,1,86,1.2878
1993/94,1993,KD,13,skolan / skola / elever,1,84,1.2579
1993/94,1993,KD,18,eu / europa / europeiska,1,77,1.153
1993/94,1993,L,-1,Ej grupperade,61,4851,64.6111
1993/94,1993,L,14,vården / vård / sjukvården,7,604,8.0448
1993/94,1993,L,16,partier / politiska / valet,7,483,6.4331
1993/94,1993,L,24,partier / ansvar / folket,4,336,4.4752
1993/94,1993,L,21,jobb / arbetslösheten / arbetsmarknaden,4,334,4.4486
1993/94,1993,L,3,flyktingar / migrationspolitik / invandring,2,181,2.4108
1993/94,1993,L,0,kvinnor / män / kvinnors,3,180,2.3974
1993/94,1993,L,10,barn / föräldrar / barnen,2,157,2.0911
1993/94,1993,L,20,skatter / skatten / skatt,2,148,1.9712
1993/94,1993,L,15,äldre / äldreomsorgen / pensionärer,2,131,1.7448
1993/94,1993,L,6,perssons / åt / talar,1,87,1.1588
1993/94,1993,L,25,jobb / arbetslösheten / arbetsmarknaden,1,16,0.2131
