session,budget_year,expenditure_area,expenditure_area_name,actor,proposal_type,amount_msek,deviation_msek,budget_share_pct,document_id,source_url
2017/18,2018,1,Rikets styrelse,GOV,government,14531,0,1.9241,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,2,Samhällsekonomi och finansförvaltning,GOV,government,16286,0,2.1565,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,3,"Skatt, tull och exekution",GOV,government,11399,0,1.5094,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,4,Rättsväsendet,GOV,government,45777,0,6.0614,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,5,Internationell samverkan,GOV,government,2009,0,0.266,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,6,Försvar och samhällets krisberedskap,GOV,government,53836,0,7.1285,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,7,Internationellt bistånd,GOV,government,42985,0,5.6917,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,8,Migration,GOV,government,15748,0,2.0852,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,9,"Hälsovård, sjukvård och social omsorg",GOV,government,77696,0,10.2878,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,10,Ekonomisk trygghet vid sjukdom och,GOV,government,102615,0,13.5874,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,11,Ekonomisk trygghet vid ålderdom,GOV,government,34636,0,4.5862,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,12,Ekonomisk trygghet för familjer och barn,GOV,government,94586,0,12.5243,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,13,Jämställdhet och nyanlända invandrares etablering,GOV,government,25600,0,3.3897,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,14,Arbetsmarknad och arbetsliv,GOV,government,74084,0,9.8096,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,15,Studiestöd,GOV,government,24353,0,3.2246,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,16,Utbildning och universitetsforskning,GOV,government,77966,0,10.3236,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,17,"Kultur, medier, trossamfund och fritid",GOV,government,15880,0,2.1027,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt",GOV,government,6952,0,0.9205,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,19,Regional tillväxt,GOV,government,3922,0,0.5193,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,20,Allmän miljö- och naturvård,GOV,government,10773,0,1.4265,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,21,Energi,GOV,government,3588,0,0.4751,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,1,Rikets styrelse,KD,party_motion,14280,-251,1.9396,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,2,Samhällsekonomi och finansförvaltning,KD,party_motion,16129,-157,2.1907,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,3,"Skatt, tull och exekution",KD,party_motion,11348,-51,1.5413,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,4,Rättsväsendet,KD,party_motion,48601,2824,6.6012,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,5,Internationell samverkan,KD,party_motion,1997,-12,0.2712,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,6,Försvar och samhällets krisberedskap,KD,party_motion,55023,1187,7.4735,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,7,Internationellt bistånd,KD,party_motion,42994,9,5.8396,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,8,Migration,KD,party_motion,17261,1513,2.3445,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,9,"Hälsovård, sjukvård och social omsorg",KD,party_motion,78811,1115,10.7045,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,10,Ekonomisk trygghet vid sjukdom och,KD,party_motion,96401,-6214,13.0936,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,11,Ekonomisk trygghet vid ålderdom,KD,party_motion,34279,-357,4.6559,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,12,Ekonomisk trygghet för familjer och barn,KD,party_motion,97343,2757,13.2215,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,13,Jämställdhet och nyanlända invandrares etablering,KD,party_motion,24668,-932,3.3505,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,14,Arbetsmarknad och arbetsliv,KD,party_motion,65942,-8142,8.9565,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,15,Studiestöd,KD,party_motion,20541,-3812,2.79,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,16,Utbildning och universitetsforskning,KD,party_motion,79338,1372,10.776,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,17,"Kultur, medier, trossamfund och fritid",KD,party_motion,15057,-823,2.0451,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt",KD,party_motion,2815,-4137,0.3823,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,19,Regional tillväxt,KD,party_motion,3309,-613,0.4494,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,20,Allmän miljö- och naturvård,KD,party_motion,7203,-3570,0.9783,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,21,Energi,KD,party_motion,2905,-683,0.3946,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,1,Rikets styrelse,L,party_motion,14431,-100,2.0215,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,2,Samhällsekonomi och finansförvaltning,L,party_motion,15957,-329,2.2352,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,3,"Skatt, tull och exekution",L,party_motion,11408,9,1.598,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,4,Rättsväsendet,L,party_motion,46715,938,6.5437,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,5,Internationell samverkan,L,party_motion,1945,-64,0.2725,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,6,Försvar och samhällets krisberedskap,L,party_motion,53833,-3,7.5408,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,7,Internationellt bistånd,L,party_motion,42985,0,6.0212,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,8,Migration,L,party_motion,15399,-349,2.1571,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,9,"Hälsovård, sjukvård och social omsorg",L,party_motion,69871,-7825,9.7873,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,10,Ekonomisk trygghet vid sjukdom och,L,party_motion,93820,-8795,13.1421,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,11,Ekonomisk trygghet vid ålderdom,L,party_motion,33851,-785,4.7418,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,12,Ekonomisk trygghet för familjer och barn,L,party_motion,95059,473,13.3156,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,13,Jämställdhet och nyanlända invandrares etablering,L,party_motion,26899,1299,3.7679,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,14,Arbetsmarknad och arbetsliv,L,party_motion,62107,-11977,8.6998,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,15,Studiestöd,L,party_motion,20434,-3919,2.8623,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,16,Utbildning och universitetsforskning,L,party_motion,77323,-643,10.8312,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,17,"Kultur, medier, trossamfund och fritid",L,party_motion,15213,-667,2.131,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt",L,party_motion,2873,-4079,0.4024,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,19,Regional tillväxt,L,party_motion,3415,-507,0.4784,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,20,Allmän miljö- och naturvård,L,party_motion,7665,-3108,1.0737,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,21,Energi,L,party_motion,2688,-900,0.3765,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,1,Rikets styrelse,M,party_motion,14360,-171,2.0026,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,2,Samhällsekonomi och finansförvaltning,M,party_motion,16185,-101,2.2571,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,3,"Skatt, tull och exekution",M,party_motion,11444,45,1.5959,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,4,Rättsväsendet,M,party_motion,46138,361,6.4342,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,5,Internationell samverkan,M,party_motion,2009,0,0.2802,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,6,Försvar och samhällets krisberedskap,M,party_motion,53836,0,7.5077,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,7,Internationellt bistånd,M,party_motion,39562,-3423,5.5171,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,8,Migration,M,party_motion,15172,-576,2.1158,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,9,"Hälsovård, sjukvård och social omsorg",M,party_motion,76239,-1457,10.6319,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,10,Ekonomisk trygghet vid sjukdom och,M,party_motion,93213,-9402,12.9991,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,11,Ekonomisk trygghet vid ålderdom,M,party_motion,34236,-400,4.7744,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,12,Ekonomisk trygghet för familjer och barn,M,party_motion,94302,-284,13.1509,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,13,Jämställdhet och nyanlända invandrares etablering,M,party_motion,25245,-355,3.5206,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,14,Arbetsmarknad och arbetsliv,M,party_motion,65571,-8513,9.1442,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,15,Studiestöd,M,party_motion,22916,-1437,3.1958,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,16,Utbildning och universitetsforskning,M,party_motion,75373,-2593,10.5112,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,17,"Kultur, medier, trossamfund och fritid",M,party_motion,14658,-1222,2.0441,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt",M,party_motion,2897,-4055,0.404,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,19,Regional tillväxt,M,party_motion,3880,-42,0.5411,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,20,Allmän miljö- och naturvård,M,party_motion,7486,-3287,1.044,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,21,Energi,M,party_motion,2353,-1235,0.3281,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,1,Rikets styrelse,SD,party_motion,13895,-636,2.0118,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,3,"Skatt, tull och exekution",SD,party_motion,11753,354,1.7016,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,4,Rättsväsendet,SD,party_motion,45779,2,6.628,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,5,Internationell samverkan,SD,party_motion,2010,1,0.291,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,6,Försvar och samhällets krisberedskap,SD,party_motion,53840,4,7.7951,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,7,Internationellt bistånd,SD,party_motion,43235,250,6.2597,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,8,Migration,SD,party_motion,9951,-5797,1.4407,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,9,"Hälsovård, sjukvård och social omsorg",SD,party_motion,77699,3,11.2495,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,10,Ekonomisk trygghet vid sjukdom och,SD,party_motion,102617,2,14.8572,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,11,Ekonomisk trygghet vid ålderdom,SD,party_motion,34640,4,5.0153,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,12,Ekonomisk trygghet för familjer och barn,SD,party_motion,91365,-3221,13.2281,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,13,Jämställdhet och nyanlända invandrares etablering,SD,party_motion,10151,-15449,1.4697,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,14,Arbetsmarknad och arbetsliv,SD,party_motion,63575,-10509,9.2046,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,15,Studiestöd,SD,party_motion,23778,-575,3.4426,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,16,Utbildning och universitetsforskning,SD,party_motion,78434,468,11.3559,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,17,"Kultur, medier, trossamfund och fritid",SD,party_motion,15350,-530,2.2224,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt",SD,party_motion,2602,-4350,0.3767,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,20,Allmän miljö- och naturvård,SD,party_motion,7333,-3440,1.0617,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2017/18,2018,21,Energi,SD,party_motion,2683,-905,0.3885,H501FiU1,https://data.riksdagen.se/dokument/H501FiU1.html
2018/19,2019,1,Rikets styrelse,C,party_motion,14912,10,1.7749,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,2,Samhällsekonomi och finansförvaltning,C,party_motion,17191,-124,2.0461,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,3,"Skatt, tull och exekution",C,party_motion,11413,10,1.3584,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,4,Rättsväsendet,C,party_motion,47112,769,5.6074,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,5,Internationell samverkan,C,party_motion,2382,20,0.2835,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,6,Försvar och samhällets krisberedskap,C,party_motion,56692,501,6.7477,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,7,Internationellt bistånd,C,party_motion,44945,0,5.3495,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,8,Migration,C,party_motion,12303,-1270,1.4643,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,9,"Hälsovård, sjukvård och social omsorg",C,party_motion,78422,300,9.3341,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,C,party_motion,97073,-584,11.554,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,11,Ekonomisk trygghet vid ålderdom,C,party_motion,34050,-400,4.0528,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,12,Ekonomisk trygghet för familjer och barn,C,party_motion,97339,7,11.5857,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,13,Jämställdhet och nyanlända invandrares etablering,C,party_motion,18486,0,2.2003,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,14,Arbetsmarknad och arbetsliv,C,party_motion,74802,-2013,8.9032,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,15,Studiestöd,C,party_motion,24603,-420,2.9283,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,16,Utbildning och universitetsforskning,C,party_motion,80667,-680,9.6013,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,17,"Kultur, medier, trossamfund och fritid",C,party_motion,15995,0,1.9038,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",C,party_motion,3597,-3375,0.4281,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,19,Regional tillväxt,C,party_motion,3497,0,0.4162,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,20,Allmän miljö- och naturvård,C,party_motion,12536,700,1.4921,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,21,Energi,C,party_motion,3595,0,0.4279,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,22,Kommunikationer,C,party_motion,59457,0,7.0768,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,23,"Areella näringar, landsbygd och livsmedel",C,party_motion,21832,2045,2.5985,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,24,Näringsliv,C,party_motion,7267,0,0.8649,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,1,Rikets styrelse,GOV,government,14902,0,1.7642,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,2,Samhällsekonomi och finansförvaltning,GOV,government,17315,0,2.0499,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,3,"Skatt, tull och exekution",GOV,government,11403,0,1.35,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,4,Rättsväsendet,GOV,government,46343,0,5.4865,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,5,Internationell samverkan,GOV,government,2362,0,0.2796,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,6,Försvar och samhällets krisberedskap,GOV,government,56191,0,6.6524,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,7,Internationellt bistånd,GOV,government,44945,0,5.321,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,8,Migration,GOV,government,13573,0,1.6069,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,9,"Hälsovård, sjukvård och social omsorg",GOV,government,78122,0,9.2488,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,GOV,government,97657,0,11.5615,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,11,Ekonomisk trygghet vid ålderdom,GOV,government,34450,0,4.0785,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,12,Ekonomisk trygghet för familjer och barn,GOV,government,97332,0,11.5231,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,13,Jämställdhet och nyanlända invandrares etablering,GOV,government,18486,0,2.1885,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,14,Arbetsmarknad och arbetsliv,GOV,government,76815,0,9.0941,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,15,Studiestöd,GOV,government,25023,0,2.9625,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,16,Utbildning och universitetsforskning,GOV,government,81347,0,9.6306,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,17,"Kultur, medier, trossamfund och fritid",GOV,government,15995,0,1.8936,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",GOV,government,6972,0,0.8254,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,19,Regional tillväxt,GOV,government,3497,0,0.414,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,20,Allmän miljö- och naturvård,GOV,government,11836,0,1.4013,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,21,Energi,GOV,government,3595,0,0.4256,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,22,Kommunikationer,GOV,government,59457,0,7.0391,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,23,"Areella näringar, landsbygd och livsmedel",GOV,government,19787,0,2.3426,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,24,Näringsliv,GOV,government,7267,0,0.8603,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,1,Rikets styrelse,KD,party_motion,14831,-71,1.7531,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,2,Samhällsekonomi och finansförvaltning,KD,party_motion,17182,-133,2.0309,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,3,"Skatt, tull och exekution",KD,party_motion,11563,160,1.3668,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,4,Rättsväsendet,KD,party_motion,48443,2100,5.726,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,5,Internationell samverkan,KD,party_motion,2362,0,0.2792,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,6,Försvar och samhällets krisberedskap,KD,party_motion,59675,3484,7.0537,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,7,Internationellt bistånd,KD,party_motion,44954,9,5.3136,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,8,Migration,KD,party_motion,12643,-930,1.4944,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,9,"Hälsovård, sjukvård och social omsorg",KD,party_motion,87998,9876,10.4015,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,KD,party_motion,96863,-794,11.4494,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,11,Ekonomisk trygghet vid ålderdom,KD,party_motion,36591,2141,4.3251,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,12,Ekonomisk trygghet för familjer och barn,KD,party_motion,100210,2878,11.845,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,13,Jämställdhet och nyanlända invandrares etablering,KD,party_motion,17309,-1177,2.046,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,14,Arbetsmarknad och arbetsliv,KD,party_motion,69184,-7631,8.1777,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,15,Studiestöd,KD,party_motion,21606,-3417,2.5539,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,16,Utbildning och universitetsforskning,KD,party_motion,83090,1743,9.8214,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,17,"Kultur, medier, trossamfund och fritid",KD,party_motion,15123,-872,1.7876,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",KD,party_motion,4584,-2388,0.5418,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,19,Regional tillväxt,KD,party_motion,3497,0,0.4134,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,20,Allmän miljö- och naturvård,KD,party_motion,8906,-2930,1.0527,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,21,Energi,KD,party_motion,3405,-190,0.4025,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,22,Kommunikationer,KD,party_motion,59298,-159,7.0091,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,23,"Areella näringar, landsbygd och livsmedel",KD,party_motion,20220,433,2.39,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,24,Näringsliv,KD,party_motion,6474,-793,0.7652,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,1,Rikets styrelse,L,party_motion,14780,-122,1.7799,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,2,Samhällsekonomi och finansförvaltning,L,party_motion,17141,-174,2.0642,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,3,"Skatt, tull och exekution",L,party_motion,11525,122,1.3879,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,4,Rättsväsendet,L,party_motion,48243,1900,5.8097,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,5,Internationell samverkan,L,party_motion,2317,-45,0.279,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,6,Försvar och samhällets krisberedskap,L,party_motion,57296,1105,6.8999,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,7,Internationellt bistånd,L,party_motion,44945,0,5.4125,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,8,Migration,L,party_motion,13460,-113,1.6209,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,9,"Hälsovård, sjukvård och social omsorg",L,party_motion,82111,3989,9.8883,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,L,party_motion,91738,-5919,11.0476,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,11,Ekonomisk trygghet vid ålderdom,L,party_motion,34349,-101,4.1365,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,12,Ekonomisk trygghet för familjer och barn,L,party_motion,97363,31,11.725,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,13,Jämställdhet och nyanlända invandrares etablering,L,party_motion,18229,-257,2.1952,H601FiU1,https://data.riksdagen.se/dokument/H601FiU1.html
