budget_year,expenditure_area,expenditure_area_name,appropriation_rows,approved_budget_msek,amendments_msek,outturn_msek,source_url
2003,24,Näringsliv,29,3315.104,-110.0,3105.925645659999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2003,25,Allmänna bidrag till kommuner,5,68486.664,2531.6760000000004,72400.29718058,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2003,26,Statsskuldsräntor m.m.,3,54450.0,-12300.0,42173.3477661,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2003,27,Avgiften till Europeiska unionen,1,23695.0,0.0,18321.91395897,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,1,Rikets styrelse,22,10346.73,55.239999999999995,10025.33283855,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,2,Samhällsekonomi och finansförvaltning,25,8929.074999999999,9.5,8962.897529450001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,3,"Skatt, tull och exekution",5,8556.043,101.608,8569.14024044,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,4,Rättsväsendet,14,26429.114999999994,250.922,26314.8710373,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,5,Internationell samverkan,17,1257.362,0.0,1266.8814443200001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,6,Försvar och samhällets krisberedskap,23,44747.929,15.0,43264.59482834999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,7,Internationellt bistånd,7,19856.750999999997,0.0,19907.172927829997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,8,Migration,7,4688.4839999999995,320.0,5214.55152653,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,9,"Hälsovård, sjukvård och social omsorg",36,37646.590000000004,1629.125,36788.36998755001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,123981.002,2883.0,122916.43688801001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,11,Ekonomisk trygghet vid ålderdom,5,50656.3,0.0,51229.10718352,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,12,Ekonomisk trygghet för familjer och barn,8,57349.2,840.0,57538.4872849,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,13,Integration och jämställdhet,11,6606.7119999999995,0.0,6540.43281699,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,14,Arbetsmarknad och arbetsliv,18,58845.119,7366.0,64295.31451900999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,15,Studiestöd,10,22307.840999999997,39.500000000000014,21222.026166400003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,16,Utbildning och universitetsforskning,97,43604.575999999994,-39.0,43618.597684090004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,17,"Kultur, medier, trossamfund och fritid",55,8663.96,-1.608,8738.670389790002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",25,3295.581,3.0999999999999996,3061.8906741200008,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,19,Regional utveckling,9,3106.447,0.0,3301.27161822,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,20,"Klimat, miljö och natur",14,3498.039,42.0,3055.91570512,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,21,Energi,16,1704.892,0.0,2108.83457373,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,22,Kommunikationer,23,28391.012,0.0,28994.810818289992,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,23,"Areella näringar, landsbygd och livsmedel",40,14278.731999999998,13.0,12218.519085380001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,24,Näringsliv,30,3258.979,-15.0,3454.17440848,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,25,Allmänna bidrag till kommuner,6,73705.79000000001,-2600.0,69833.82607457999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,26,Statsskuldsräntor m.m.,3,47684.0,0.0,52718.18703814001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2004,27,Avgiften till Europeiska unionen,1,24472.0,0.0,25563.07092328,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,1,Rikets styrelse,22,10333.789,-31.875000000000004,10139.948332660004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,2,Samhällsekonomi och finansförvaltning,27,11153.991,-176.19,10704.907048359999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,3,"Skatt, tull och exekution",3,8803.944,1.6310000000000002,8572.38993333,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,4,Rättsväsendet,14,27293.074999999997,665.075,27021.948217959998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,5,Internationell samverkan,17,1239.582,140.0,1364.9273599000003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,6,Försvar och samhällets krisberedskap,22,44566.477999999996,-91.3,44002.45458631998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,7,Internationellt bistånd,7,22407.678,-190.0,22260.14017346,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,8,Migration,7,4811.250999999999,387.07,4806.468582869999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,9,"Hälsovård, sjukvård och social omsorg",38,39799.10400000001,116.0,38455.296175849995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,129691.06199999999,121.352,127049.42309333998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,11,Ekonomisk trygghet vid ålderdom,4,46413.203,0.0,46120.22626188,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,12,Ekonomisk trygghet för familjer och barn,8,59863.833999999995,800.0,59071.39787409,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,13,Integration och jämställdhet,11,6413.182,2.0,6404.8707499,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,14,Arbetsmarknad och arbetsliv,19,66224.29699999998,-155.585,66434.97425135,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,15,Studiestöd,10,21512.020000000004,-147.79,20157.586860689997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,16,Utbildning och universitetsforskning,98,43377.751000000004,144.87500000000003,43341.84563034004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,17,"Kultur, medier, trossamfund och fritid",54,8956.524999999998,113.902,8967.71864743,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",25,3598.7090000000003,0.0,3109.3201972799993,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,19,Regional utveckling,8,3496.768,200.0,3285.5381303100003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,20,"Klimat, miljö och natur",13,3718.9330000000004,-10.0,3986.9328225699996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,21,Energi,15,1437.858,0.5,1435.2230382600003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,22,Kommunikationer,23,31522.492000000002,-13.822999999999993,31689.01715342,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,23,"Areella näringar, landsbygd och livsmedel",40,14655.991,162.6,17408.334907429995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,24,Näringsliv,29,3656.129,-4.513999999999999,3547.508947250001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,25,Allmänna bidrag till kommuner,6,57468.75,-32.849999999999994,57325.10188498999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,26,Statsskuldsräntor m.m.,3,38770.0,0.0,32657.38324127,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2005,27,Avgiften till Europeiska unionen,1,26802.0,0.0,25635.13045707,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,1,Rikets styrelse,22,10973.582000000002,5.530999999999999,10906.648038090001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,2,Samhällsekonomi och finansförvaltning,27,11528.883,44.736000000000004,11562.590575150001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,3,"Skatt, tull och exekution",3,9222.029,1.806,9011.06069261,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,4,Rättsväsendet,14,29019.070000000003,0.950000000000017,28502.131949799998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,5,Internationell samverkan,17,1358.949,112.5,1425.6389213599998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,6,Försvar och samhällets krisberedskap,23,43856.519,-24.0,44225.09459422,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,7,Internationellt bistånd,8,26058.663,-5.0,25893.475483650003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,8,Migration,10,5465.623,794.0,4522.42348573,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,9,"Hälsovård, sjukvård och social omsorg",40,41604.68100000002,926.8,42161.67385768,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,129590.96199999998,0.0,125683.26520238999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,11,Ekonomisk trygghet vid ålderdom,4,45299.0,180.0,45018.67817032,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,12,Ekonomisk trygghet för familjer och barn,8,65190.291,0.0,63663.534480530005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,13,Integration och jämställdhet,11,2825.2109999999993,607.0,3373.6018247100005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,14,Arbetsmarknad och arbetsliv,19,71408.883,908.4,69456.47160834001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,15,Studiestöd,10,22535.705000000005,465.274,20551.241914110004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,16,Utbildning och universitetsforskning,97,46744.750999999975,63.349999999999994,46106.55878848,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,17,"Kultur, medier, trossamfund och fritid",56,9582.406,42.619,9585.20432576,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",25,3556.3520000000003,0.2,2899.2043965099997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,19,Regional utveckling,8,3332.913,119.5,3331.8966125499996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,20,"Klimat, miljö och natur",13,4316.771000000001,48.25,4545.59826831,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,21,Energi,15,1764.154,16.838,1640.60197889,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,22,Kommunikationer,23,31390.968,-116.3,30955.320021449996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,23,"Areella näringar, landsbygd och livsmedel",40,16398.229000000003,6791.442,20985.160827359996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,24,Näringsliv,31,3957.6670000000013,-2.5,3891.8512102900013,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,25,Allmänna bidrag till kommuner,5,60160.91,90.99600000000001,60246.43746177,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,26,Statsskuldsräntor m.m.,3,43170.0,0.0,49472.278751080004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2006,27,Avgiften till Europeiska unionen,1,28066.0,0.0,25920.17142439,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,1,Rikets styrelse,22,10959.380000000001,61.147999999999996,10878.060545450002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,2,Samhällsekonomi och finansförvaltning,26,11590.932999999999,6.000000000000001,10923.5658297,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,3,"Skatt, tull och exekution",3,9324.773000000001,6.828,9670.100019829999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,4,Rättsväsendet,14,30749.978999999996,2.0209999999999866,30623.975902680006,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,5,Internationell samverkan,11,1497.701,71.2,1585.5956233400002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,6,Försvar och samhällets krisberedskap,22,44121.379,0.0,46484.199554310006,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,7,Internationellt bistånd,7,26656.588,-700.0,25441.20824896,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,8,Migration,10,5032.876,785.0,5294.97572559,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,9,"Hälsovård, sjukvård och social omsorg",42,46893.446,156.0,46653.14602784001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,7,122354.68800000001,700.0,119464.36762929999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,11,Ekonomisk trygghet vid ålderdom,4,44201.5,0.0,43738.05194,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,12,Ekonomisk trygghet för familjer och barn,8,66088.664,0.0,64944.81054983001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,13,Integration och jämställdhet,11,4536.951,323.0,4253.49411659,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,14,Arbetsmarknad och arbetsliv,21,63486.13500000002,438.217,54879.521416220006,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,15,Studiestöd,10,21123.203,0.0,19734.116058820004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,16,Utbildning och universitetsforskning,98,43832.110000000015,26.0,41817.61199522001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,17,"Kultur, medier, trossamfund och fritid",56,10139.012999999995,32.42099999999999,10091.428854560003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",23,2272.4719999999998,0.0,2423.4609999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,19,Regional utveckling,7,3162.6890000000003,90.0,2878.53148052,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,20,"Klimat, miljö och natur",14,4615.427000000001,0.5,4311.98874305,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,21,Energi,16,2751.0860000000002,0.0,2217.66730524,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,22,Kommunikationer,24,33914.33900000001,10586.0,44289.84555685999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,23,"Areella näringar, landsbygd och livsmedel",37,18000.6,64.733,15478.380745660004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,24,Näringsliv,30,4065.6329999999994,197.0,4229.753371240002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,25,Allmänna bidrag till kommuner,4,72849.39899999999,115.324,72974.52821512001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,26,Statsskuldsräntor m.m.,3,43170.0,0.0,47254.756197669994,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2007,27,Avgiften till Europeiska unionen,1,28908.0,0.0,26634.54229073,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,1,Rikets styrelse,21,11222.484,82.97300000000001,11249.949460639999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,2,Samhällsekonomi och finansförvaltning,23,10820.869,390.40000000000003,11093.84203681,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,3,"Skatt, tull och exekution",3,9175.6,61.23,9445.61598568,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,4,Rättsväsendet,15,31376.316000000003,569.728,32688.909819650005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,5,Internationell samverkan,11,1654.9659999999997,135.0,1750.4971080600003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,6,Försvar och samhällets krisberedskap,24,43837.925,26.500000000000014,42984.40305002001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,7,Internationellt bistånd,7,27702.071,0.0,27452.80110046,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,8,Migration,9,6145.4130000000005,202.0,6134.394313370001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,9,"Hälsovård, sjukvård och social omsorg",42,50754.888999999996,617.6379999999999,49131.003056420006,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,7,117999.388,2029.0,115862.23002174999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,11,Ekonomisk trygghet vid ålderdom,4,42948.0,0.0,42591.28823528001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,12,Ekonomisk trygghet för familjer och barn,8,66696.80799999999,0.0,66392.86233409999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,13,Integration och jämställdhet,12,6337.615,-4.0,5044.94172118,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,14,Arbetsmarknad och arbetsliv,20,56618.70100000001,-4.5,47766.97502071002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,15,Studiestöd,10,20708.839000000004,28.99,19496.549960779997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,16,Utbildning och universitetsforskning,102,45989.54200000002,8.537000000000049,44163.87580430003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,17,"Kultur, medier, trossamfund och fritid",55,10109.727999999997,5.958,10117.01072535,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",23,1808.6369999999997,0.0,2074.6197283900005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,19,Regional utveckling,7,3350.174,43.0,2798.5686556,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,20,"Klimat, miljö och natur",16,4721.62,239.3,4666.54972747,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,21,Energi,17,2880.587,0.593,2124.4778535900004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,22,Kommunikationer,24,35760.092000000004,25351.0,61483.54641589,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,23,"Areella näringar, landsbygd och livsmedel",36,17432.385000000002,126.6,16508.069834869995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,24,Näringsliv,28,4825.295,8018.1,12738.697565209999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,25,Allmänna bidrag till kommuner,4,64519.511000000006,245.594,64769.90506977001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,26,Statsskuldsräntor m.m.,5,40757.0,21413.0,48205.801927459994,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2008,27,Avgiften till Europeiska unionen,1,30121.94,0.0,31525.83010619,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,1,Rikets styrelse,21,12660.376,210.5,12438.659848280002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,2,Samhällsekonomi och finansförvaltning,19,11612.521,57.927,11718.820971580002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,3,"Skatt, tull och exekution",3,9459.505,51.0,9434.321326199999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,4,Rättsväsendet,15,32620.293000000005,1572.3,33640.840457750004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,5,Internationell samverkan,11,1643.2859999999998,215.1,1815.27980349,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,6,Försvar och samhällets krisberedskap,29,44663.236999999994,16.29999999999999,42056.45516961999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,7,Internationellt bistånd,7,30109.378999999997,-321.5,29600.316785439998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,8,Migration,9,5899.313,299.0,6521.04546625,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,9,"Hälsovård, sjukvård och social omsorg",42,54807.253000000004,982.315,53064.772398659996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,113927.47,950.0,109969.07280062,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,11,Ekonomisk trygghet vid ålderdom,4,42456.0,0.0,42304.42575863,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,12,Ekonomisk trygghet för familjer och barn,8,68465.86300000001,0.0,68080.23181772999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,13,Integration och jämställdhet,14,5473.139,0.0,5332.128803020001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,14,Arbetsmarknad och arbetsliv,18,55945.649000000005,12672.552,60619.53866389,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,15,Studiestöd,10,21870.592000000004,331.08799999999997,21430.359099460005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,16,Utbildning och universitetsforskning,99,49797.812999999995,162.39699999999996,48883.12178629001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,17,"Kultur, medier, trossamfund och fritid",55,10287.316999999997,4.8,10269.229523299999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",19,1677.4899999999998,134.60600000000002,1905.6756793700001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,19,Regional utveckling,7,3501.601,0.0,3203.82805694,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,20,"Klimat, miljö och natur",18,5337.628,-6.0,5161.310415740001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,21,Energi,18,2855.4799999999996,1.243000000000002,3095.24421054,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,22,Kommunikationer,25,40223.104,1861.0,40572.765151539985,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,23,"Areella näringar, landsbygd och livsmedel",37,17573.442000000003,104.15,16368.579253459997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,24,Näringsliv,32,5162.795000000002,1362.7999999999997,6539.81542646,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,25,Allmänna bidrag till kommuner,5,67039.05500000001,14547.902,81589.16296982,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,26,Statsskuldsräntor m.m.,6,33871.0,0.0,36462.53505661,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2009,27,Avgiften till Europeiska unionen,1,19878.094,3933.304,19192.1696717,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,1,Rikets styrelse,21,12400.561000000002,147.65,11954.33646268,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,2,Samhällsekonomi och finansförvaltning,21,11874.845000000001,63.8,11845.851361820003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,3,"Skatt, tull och exekution",3,9733.974,226.0,9385.28941469,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,4,Rättsväsendet,15,35836.077000000005,17.029,35481.953553479994,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,5,Internationell samverkan,11,1958.437,100.0,1997.7472970999995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,6,Försvar och samhällets krisberedskap,25,45455.74300000001,1.039999999999985,45618.68725197,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,7,Internationellt bistånd,7,27019.445000000003,-520.0,26668.88183228,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,8,Migration,8,5751.126000000001,1174.0,7092.12152341,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,9,"Hälsovård, sjukvård och social omsorg",40,58707.837,33.6,56014.726261899996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,101719.37299999999,260.0,99933.05622828998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,11,Ekonomisk trygghet vid ålderdom,5,41503.0,137.5,41473.18348228,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,12,Ekonomisk trygghet för familjer och barn,8,69913.019,825.0,70177.42186756001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,13,Integration och jämställdhet,14,4885.844,400.0,5191.562949450001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,14,Arbetsmarknad och arbetsliv,19,88365.36500000002,125.0,68555.78820596999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,15,Studiestöd,7,24106.051999999996,261.76099999999997,22580.303477290003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,16,Utbildning och universitetsforskning,95,53589.253,331.0,53260.62172247,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,17,"Kultur, medier, trossamfund och fritid",54,11362.087000000001,0.5,11337.85059374,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",17,1545.695,45.0,1559.18820361,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,19,Regional utveckling,5,3419.701,0.0,3178.53164336,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,20,"Klimat, miljö och natur",19,5244.593000000001,3.5,5161.4060314200005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,21,Energi,18,3202.3830000000003,0.0,2751.0061051099997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
