budget_year,expenditure_area,expenditure_area_name,appropriation_rows,approved_budget_msek,amendments_msek,outturn_msek,source_url
2017,21,Energi,13,2936.295,203.0,3051.663969999999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,22,Kommunikationer,20,55039.651999999995,43.0,53223.35690792,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,23,"Areella näringar, landsbygd och livsmedel",25,17189.401,1052.5,17225.16740526,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,24,Näringsliv,28,6456.0199999999995,400.0,6415.597453350001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,25,Allmänna bidrag till kommuner,4,105554.92,11.236,105565.837046,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,26,Statsskuldsräntor m.m.,3,16467.79,0.0,10568.71727342,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,27,Avgiften till Europeiska unionen,1,29586.305,0.0,24224.47935722,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,1,Rikets styrelse,20,14861.072,51.0,14623.549785280002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,2,Samhällsekonomi och finansförvaltning,18,15955.81,70.7,15656.486443970003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,3,"Skatt, tull och exekution",3,11399.384,79.1,11445.95173992,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,4,Rättsväsendet,17,45771.23599999999,476.875,45932.51687199,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,5,Internationell samverkan,11,2009.032,30.0,1893.01289182,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,6,Försvar och samhällets krisberedskap,22,53776.942,532.8,53428.516414899976,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,7,Internationellt bistånd,6,42985.208999999995,-237.0,42813.467477490005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,8,Migration,9,15748.23,6540.063,19623.58243534,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,9,"Hälsovård, sjukvård och social omsorg",31,77696.04099999998,2144.725,78418.31770028996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,102615.22899999999,61.7,99680.97099978001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,11,Ekonomisk trygghet vid ålderdom,5,34635.668999999994,-0.8,34771.247300409996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,12,Ekonomisk trygghet för familjer och barn,8,94586.418,1283.9,95208.19587719999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,13,Integration och jämställdhet,11,20420.889000000003,603.802,17292.599018349993,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,14,Arbetsmarknad och arbetsliv,21,79263.16,2254.5,78785.54319716,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,15,Studiestöd,9,24352.692,128.0,21118.27714027,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,16,Utbildning och universitetsforskning,106,77971.18500000006,144.5,76006.61923658004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,17,"Kultur, medier, trossamfund och fritid",52,15879.751999999999,185.5,16008.102137319998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",17,6951.648,110.0,4615.60994808,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,19,Regional utveckling,4,3921.525,20.0,3576.43904279,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,20,"Klimat, miljö och natur",23,10772.787999999999,55.0,10438.132786769998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,21,Energi,12,3646.9320000000002,172.5,3562.6422637799997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,22,Kommunikationer,20,56418.505,26.5,56593.97079044001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,23,"Areella näringar, landsbygd och livsmedel",26,19253.779000000006,853.2,19596.982992760004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,24,Näringsliv,28,7370.651,0.0,7464.47150381,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,25,Allmänna bidrag till kommuner,5,111385.38500000001,24.011,111409.1702795,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,26,Statsskuldsräntor m.m.,3,11355.2,2305.0,13602.67400116,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2018,27,Avgiften till Europeiska unionen,1,39510.631,0.0,34959.98658085,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,1,Rikets styrelse,19,14926.365000000003,179.00900000000001,14968.306374150001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,2,Samhällsekonomi och finansförvaltning,18,16986.246,-27.237000000000002,16596.300498970002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,3,"Skatt, tull och exekution",3,11522.533,-13.058,11520.27012141,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,4,Rättsväsendet,17,48378.244,1218.5,49378.65564774,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,5,Internationell samverkan,11,2362.2770000000005,-2.0,2337.27225558,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,6,Försvar och samhällets krisberedskap,21,60007.545,212.5,60512.378503939995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,7,Internationellt bistånd,6,44945.14,-487.048,44240.27486012,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,8,Migration,9,12112.43,306.0,11847.13420432,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,9,"Hälsovård, sjukvård och social omsorg",31,81277.18500000001,268.0,79591.95013685999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,97657.012,131.956,97872.05308010001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,11,Ekonomisk trygghet vid ålderdom,5,34881.475999999995,18.966,34485.780044939995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,12,Ekonomisk trygghet för familjer och barn,8,97332.20300000001,534.0,97315.35258508002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,13,Integration och jämställdhet,10,14259.953,466.4,13379.817336030002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,14,Arbetsmarknad och arbetsliv,20,77647.30199999998,620.0,76970.74216427999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,15,Studiestöd,9,24731.156,-21.0,22815.194271739998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,16,Utbildning och universitetsforskning,106,80851.826,-380.93399999999997,78531.59209518,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,17,"Kultur, medier, trossamfund och fritid",51,15781.531000000003,71.50999999999999,15828.199309690002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",15,4742.123,-754.16,3052.26991616,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,19,Regional utveckling,3,3496.5249999999996,71.0,3316.1780653100004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,20,"Klimat, miljö och natur",24,9737.248,1515.75,9446.43749185,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,21,Energi,11,3209.1059999999998,794.1,2273.7631063599997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,22,Kommunikationer,21,58967.65499999999,224.0,58603.867596130025,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,23,"Areella näringar, landsbygd och livsmedel",26,20900.281000000003,1122.433,20783.531557629994,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,24,Näringsliv,28,7436.716999999999,-28.900000000000006,7303.6275475600005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,25,Allmänna bidrag till kommuner,4,119992.772,59.22,120051.75782500001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,26,Statsskuldsräntor m.m.,3,25155.2,0.0,22173.82584219,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2019,27,Avgiften till Europeiska unionen,1,40913.834,0.0,37682.94220575,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,1,Rikets styrelse,19,15131.274000000001,965.0,15749.040581319996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,2,Samhällsekonomi och finansförvaltning,18,17390.191,36.823,17002.918798579998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,3,"Skatt, tull och exekution",3,12056.989,255.0,12054.61077682,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,4,Rättsväsendet,17,51725.38300000001,1524.0,53022.48421308999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,5,Internationell samverkan,11,2028.3149999999998,115.0,2070.4406114599997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,6,Försvar och samhällets krisberedskap,20,64734.44999999999,130.0,63028.45035472001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,7,Internationellt bistånd,6,45989.153000000006,749.5,46524.76205407,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,8,Migration,8,11446.213,180.0,9578.839342820002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,9,"Hälsovård, sjukvård och social omsorg",31,84167.14199999998,32652.5,101774.34256799,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,95705.84299999998,32966.0,117898.77125956998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,11,Ekonomisk trygghet vid ålderdom,5,36542.396,77.0,36652.25408631999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,12,Ekonomisk trygghet för familjer och barn,8,101430.32,2831.0,99939.00457326,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,13,Integration och jämställdhet,10,10065.663,55.0,8515.995585080002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,14,Arbetsmarknad och arbetsliv,21,77164.28699999998,21601.2,87154.01608564,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,15,Studiestöd,9,25508.399999999998,1604.5,25059.72029929,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,16,Utbildning och universitetsforskning,105,83321.57400000004,1458.0,82962.86590846999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,17,"Kultur, medier, trossamfund och fritid",50,16061.28,4464.3,20416.644594929996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",15,3726.522,8.0,3779.384290199999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,19,Regional utveckling,3,3672.5249999999996,0.0,3183.6139887,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,20,"Klimat, miljö och natur",23,12571.182999999999,419.0,10950.497201389999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,21,Energi,13,3534.2349999999997,38.0,3398.19559526,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,22,Kommunikationer,25,61295.945999999996,7053.7,65167.08555620999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,23,"Areella näringar, landsbygd och livsmedel",26,19790.236000000004,1429.8,20019.83165935,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,24,Näringsliv,32,7263.863,161592.0,60406.53899161,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,25,Allmänna bidrag till kommuner,5,128417.57199999999,29547.8,157964.371881,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,26,Statsskuldsräntor m.m.,3,29655.2,0.0,19591.63034841,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2020,27,Avgiften till Europeiska unionen,1,41989.649,2683.702,47192.80701562,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,1,Rikets styrelse,20,15907.564000000002,833.65,16391.71561878,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,2,Samhällsekonomi och finansförvaltning,18,17501.844000000005,48.2,16920.83643716,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,3,"Skatt, tull och exekution",3,12413.921,410.0,12533.59723777,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,4,Rättsväsendet,17,56425.806000000004,967.0,57167.58713901,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,5,Internationell samverkan,11,1999.2649999999999,0.0,1782.04258486,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,6,Försvar och samhällets krisberedskap,20,71086.39500000002,129.606,70518.15972509,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,7,Internationellt bistånd,6,46828.602,432.585,47463.11916264,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,8,Migration,8,9268.384999999998,0.0,8224.04297667,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,9,"Hälsovård, sjukvård och social omsorg",31,101941.90399999998,35722.0,137967.29685980998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,98410.4,18935.0,113050.93726162,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,11,Ekonomisk trygghet vid ålderdom,6,37715.888,623.0,38015.623379439996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,12,Ekonomisk trygghet för familjer och barn,8,103578.007,624.03,101067.58746356999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,13,Integration och jämställdhet,10,7790.740999999999,165.0,6212.40688404,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,14,Arbetsmarknad och arbetsliv,21,105724.31900000002,574.3,91947.23010273001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,15,Studiestöd,9,28313.111,512.3,26588.058253230003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,16,Utbildning och universitetsforskning,105,92082.56000000003,1798.6179999999995,91350.17705122,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,17,"Kultur, medier, trossamfund och fritid",50,17790.874999999996,5035.299999999999,22683.074368080004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",15,5578.679,13.0,5188.2254413,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,19,Regional utveckling,4,4173.424999999999,30.0,3223.6522459,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,20,"Klimat, miljö och natur",22,16202.213,1998.0,16724.65637624,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,21,Energi,11,4581.103999999999,180.0,3394.6409404000005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,22,Kommunikationer,29,73916.22699999998,3849.0,72097.29316264999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,23,"Areella näringar, landsbygd och livsmedel",29,22581.344000000005,1253.7320000000002,19630.039481010004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,24,Näringsliv,35,15355.253,79401.2,30406.87982625,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,25,Allmänna bidrag till kommuner,5,153452.04899999997,33.1,153235.104546,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,26,Statsskuldsräntor m.m.,3,165.2,0.0,-1298.42697412,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2021,27,Avgiften till Europeiska unionen,1,45037.439,8813.354,52261.62938786,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,1,Rikets styrelse,20,17238.338000000003,367.0,17575.471998940004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,2,Samhällsekonomi och finansförvaltning,17,17971.183000000005,13.75,17340.428509679998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,3,"Skatt, tull och exekution",3,12829.734,102.0,12840.66170199,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,4,Rättsväsendet,17,62918.98599999998,130.0,61496.25727719001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,5,Internationell samverkan,11,2235.117,1205.732,3381.135065650001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,6,Försvar och samhällets krisberedskap,22,76570.79900000003,4480.8,83540.95760303,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,7,Internationellt bistånd,6,51939.762,-4851.990000000001,46195.56585897,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,8,Migration,9,8541.364000000001,10300.0,11729.526397369998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,9,"Hälsovård, sjukvård och social omsorg",31,113308.61299999994,8106.0,118164.57455944002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,97428.457,19107.0,114340.17044276002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,11,Ekonomisk trygghet vid ålderdom,6,42161.128,4190.0,46340.54851712,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,12,Ekonomisk trygghet för familjer och barn,8,99846.77,2422.641,101067.25465056,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,13,Integration och jämställdhet,10,6151.743999999999,30.0,5447.33595092,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,14,Arbetsmarknad och arbetsliv,21,93220.72600000001,51.0,78375.98151392002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,15,Studiestöd,9,27801.485000000004,100.0,25478.90121882,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,16,Utbildning och universitetsforskning,104,95384.44500000004,89.0,92965.30798011002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,17,"Kultur, medier, trossamfund och fritid",50,18499.592999999997,1708.51,19733.130748080002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",15,5769.334,4295.0,7713.334235129999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,19,Regional utveckling,4,4741.8009999999995,0.0,3356.7546013700003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,20,"Klimat, miljö och natur",24,19851.58,3897.0,20739.910405180002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,21,Energi,14,4354.924,9013.0,12633.76925294,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,22,Kommunikationer,28,76964.55200000001,1479.0,72877.54676545004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,23,"Areella näringar, landsbygd och livsmedel",29,21644.754000000008,2794.1240000000003,21934.736107840003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,24,Näringsliv,40,9254.901000000002,7085.0,10273.83696615,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,25,Allmänna bidrag till kommuner,6,156498.19400000002,599.732,157022.328901,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,26,Statsskuldsräntor m.m.,3,12155.2,10500.0,27155.04878711,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2022,27,Avgiften till Europeiska unionen,1,47836.848,0.0,48239.73140637,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,1,Rikets styrelse,20,18270.004000000004,-18.6,18303.820682480004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,2,Samhällsekonomi och finansförvaltning,17,19021.399,22.1,18918.794423040003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,3,"Skatt, tull och exekution",3,12923.291,-25.0,13438.48097181,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,4,Rättsväsendet,17,68305.85399999999,750.0,69772.37664630002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,5,Internationell samverkan,11,2094.6690000000003,289.0,2178.72925116,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,6,Försvar och samhällets krisberedskap,23,93952.93000000001,3684.1,95987.22518722003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,7,Internationellt bistånd,6,47206.227,-10.6,46510.82030178,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,8,Migration,9,16019.745,0.0,11998.528645849998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,9,"Hälsovård, sjukvård och social omsorg",33,110429.732,602.7,108833.14443758002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,106427.30400000002,1150.0,110617.66096503,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,11,Ekonomisk trygghet vid ålderdom,6,55394.136,204.0,56427.1449843,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,12,Ekonomisk trygghet för familjer och barn,8,105159.584,720.0,101665.09745202001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,13,Integration och jämställdhet,10,5565.205999999998,-100.0,4490.191312010001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,14,Arbetsmarknad och arbetsliv,21,90103.68599999999,-18.764,79842.27743271003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,15,Studiestöd,10,27912.395,259.0,25335.374770049995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,16,Utbildning och universitetsforskning,104,94991.97100000002,709.8,92966.71157916998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,17,"Kultur, medier, trossamfund och fritid",50,16667.947999999997,52.4,16691.12991231,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",13,6099.157999999999,5.5,5949.85061723,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,19,Regional utveckling,4,4534.201,56.0,3705.97353516,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,20,"Klimat, miljö och natur",24,19542.691000000003,23.099999999999994,17879.7785524,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,21,Energi,14,4944.849,265.0,4426.2292671899995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,22,Kommunikationer,27,78952.41700000002,35.5,80406.80452650998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,23,"Areella näringar, landsbygd och livsmedel",31,19373.352,959.45,18602.10294093,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,24,Näringsliv,41,11407.773000000001,8.25,7639.91574104,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,25,Allmänna bidrag till kommuner,5,157545.359,359.265,157903.62347299999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,26,Statsskuldsräntor m.m.,3,13155.2,21987.51,31626.30896949,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2023,27,Avgiften till Europeiska unionen,1,45869.852,0.0,43585.42081378,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,1,Rikets styrelse,20,19070.362999999998,705.9999999999999,19024.45261106999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,2,Samhällsekonomi och finansförvaltning,18,20881.058,112.0,20823.817052579994,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,3,"Skatt, tull och exekution",4,16854.356999999996,457.0,16923.57297361,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,4,Rättsväsendet,17,76028.01299999999,2747.0,78298.00418315001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,5,Internationell samverkan,11,2273.9240000000004,156.0,2320.8432911,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,6,Försvar och samhällets krisberedskap,23,126059.68899999998,6742.240000000001,128176.89504317,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,7,Internationellt bistånd,6,48630.129,1385.1,49603.55867824,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,8,Migration,8,13808.274000000001,-55.5,11765.257869070003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,9,"Hälsovård, sjukvård och social omsorg",34,110258.264,8193.599999999999,116049.22727752,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,116907.208,8843.4,120095.85122272,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,11,Ekonomisk trygghet vid ålderdom,6,60310.48299999999,3942.6,63564.69158536,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,12,Ekonomisk trygghet för familjer och barn,8,106070.73199999999,1264.6,102877.35741718,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,13,Integration och jämställdhet,9,4018.388,940.349,4737.79234735,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,14,Arbetsmarknad och arbetsliv,21,92059.39899999999,1480.9499999999998,88531.10892500002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,15,Studiestöd,9,30545.170000000002,58.6,28038.604766250002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,16,Utbildning och universitetsforskning,104,99461.04700000005,660.0,98133.01239804007,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,17,"Kultur, medier, trossamfund och fritid",50,16646.285,23.8,16621.09120014,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",13,6081.906,6.1,4628.86004467,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,19,Regional utveckling,4,3922.201,84.0,2818.8262679299996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
