session,budget_year,party,expenditure_area,expenditure_area_name,amount_msek,deviation_msek,budget_share_pct,speech_keyword_occurrences,speech_attention_pct,attention_minus_budget_pp,alignment_correlation,source_url
2024/25,2025,C,8,Migration,11456,-920,0.7742,2,2.1739,1.3997,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,9,"Hälsovård, sjukvård och social omsorg",112838,-239,7.626,6,6.5217,-1.1043,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,129523,1938,8.7536,0,0.0,-8.7536,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,11,Ekonomisk trygghet vid ålderdom,57710,0,3.9002,0,0.0,-3.9002,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,12,Ekonomisk trygghet för familjer och barn,105206,-1500,7.1102,0,0.0,-7.1102,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,13,Integration och jämställdhet,4887,2140,0.3303,1,1.087,0.7567,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,14,Arbetsmarknad och arbetsliv,80954,-10094,5.4711,7,7.6087,2.1376,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,15,Studiestöd,37538,145,2.5369,0,0.0,-2.5369,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,16,Utbildning och universitetsforskning,108320,5253,7.3206,9,9.7826,2.462,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,17,"Kultur, medier, trossamfund och fritid",17280,870,1.1678,0,0.0,-1.1678,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",2223,10,0.1502,0,0.0,-0.1502,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,19,Regional utveckling,3893,120,0.2631,0,0.0,-0.2631,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,20,"Klimat, miljö och natur",18951,4470,1.2808,0,0.0,-1.2808,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,21,Energi,9346,1860,0.6316,6,6.5217,5.8901,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,22,Kommunikationer,110866,1000,7.4927,1,1.087,-6.4057,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,23,"Areella näringar, landsbygd och livsmedel",21668,415,1.4644,1,1.087,-0.3774,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,24,Näringsliv,8299,50,0.5609,26,28.2609,27.7,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,25,Allmänna bidrag till kommuner,174654,3820,11.8037,9,9.7826,-2.0211,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,26,Statsskuldsräntor m.m.,18955,0,1.281,0,0.0,-1.281,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,27,Avgiften till Europeiska unionen,58173,0,3.9315,0,0.0,-3.9315,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,1,Rikets styrelse,20883,100,1.2974,0,0.0,-1.2974,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,2,Samhällsekonomi och finansförvaltning,22421,150,1.393,2,3.5714,2.1784,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,3,"Skatt, tull och exekution",15493,0,0.9626,0,0.0,-0.9626,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,4,Rättsväsendet,101621,1136,6.3136,1,1.7857,-4.5279,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,5,Internationell samverkan,2370,78,0.1472,0,0.0,-0.1472,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,6,Försvar och samhällets krisberedskap,166814,14,10.364,8,14.2857,3.9217,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,7,Internationellt bistånd,66186,22367,4.1121,0,0.0,-4.1121,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,8,Migration,11651,-725,0.7239,0,0.0,-0.7239,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,9,"Hälsovård, sjukvård och social omsorg",117771,4694,7.317,0,0.0,-7.317,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,132502,4917,8.2322,0,0.0,-8.2322,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,11,Ekonomisk trygghet vid ålderdom,57710,0,3.5855,0,0.0,-3.5855,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,12,Ekonomisk trygghet för familjer och barn,116305,9599,7.2259,0,0.0,-7.2259,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,13,Integration och jämställdhet,6319,3572,0.3926,0,0.0,-0.3926,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,14,Arbetsmarknad och arbetsliv,91817,769,5.7045,0,0.0,-5.7045,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,15,Studiestöd,39798,2405,2.4726,0,0.0,-2.4726,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,16,Utbildning och universitetsforskning,105714,2647,6.5679,0,0.0,-6.5679,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,17,"Kultur, medier, trossamfund och fritid",18873,2463,1.1726,1,1.7857,0.6131,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",12389,10176,0.7697,0,0.0,-0.7697,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,19,Regional utveckling,3938,165,0.2447,0,0.0,-0.2447,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,20,"Klimat, miljö och natur",40318,25837,2.5049,4,7.1429,4.638,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,21,Energi,20781,13295,1.2911,25,44.6429,43.3518,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,22,Kommunikationer,149663,39797,9.2984,2,3.5714,-5.727,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,23,"Areella näringar, landsbygd och livsmedel",25301,4048,1.5719,4,7.1429,5.571,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,24,Näringsliv,8583,334,0.5333,6,10.7143,10.181,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,25,Allmänna bidrag till kommuner,177200,6366,11.0093,3,5.3571,-5.6522,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,26,Statsskuldsräntor m.m.,18955,0,1.1777,0,0.0,-1.1777,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,MP,27,Avgiften till Europeiska unionen,58173,0,3.6142,0,0.0,-3.6142,-0.0242,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,1,Rikets styrelse,20503,-280,1.376,0,0.0,-1.376,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,2,Samhällsekonomi och finansförvaltning,22321,50,1.498,1,1.4706,-0.0274,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,3,"Skatt, tull och exekution",15493,0,1.0398,2,2.9412,1.9014,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,4,Rättsväsendet,100525,40,6.7465,0,0.0,-6.7465,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,5,Internationell samverkan,2292,0,0.1538,0,0.0,-0.1538,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,6,Försvar och samhällets krisberedskap,166800,0,11.1944,4,5.8824,-5.312,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,7,Internationellt bistånd,47819,4000,3.2093,0,0.0,-3.2093,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,8,Migration,12376,0,0.8306,4,5.8824,5.0518,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,9,"Hälsovård, sjukvård och social omsorg",113440,363,7.6133,11,16.1765,8.5632,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,127819,234,8.5783,0,0.0,-8.5783,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,11,Ekonomisk trygghet vid ålderdom,58760,1050,3.9436,4,5.8824,1.9388,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,12,Ekonomisk trygghet för familjer och barn,112075,5369,7.5217,3,4.4118,-3.1099,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,13,Integration och jämställdhet,2839,92,0.1905,0,0.0,-0.1905,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,14,Arbetsmarknad och arbetsliv,92065,1017,6.1788,2,2.9412,-3.2376,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,15,Studiestöd,38167,774,2.5615,1,1.4706,-1.0909,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,16,Utbildning och universitetsforskning,107777,4710,7.2332,4,5.8824,-1.3508,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,17,"Kultur, medier, trossamfund och fritid",18106,1696,1.2151,2,2.9412,1.7261,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",3623,1410,0.2432,8,11.7647,11.5215,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,19,Regional utveckling,6393,2620,0.4291,0,0.0,-0.4291,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,20,"Klimat, miljö och natur",15781,1300,1.0591,1,1.4706,0.4115,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,21,Energi,7586,100,0.5091,5,7.3529,6.8438,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,22,Kommunikationer,111541,1675,7.4858,2,2.9412,-4.5446,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,23,"Areella näringar, landsbygd och livsmedel",21408,155,1.4368,0,0.0,-1.4368,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,24,Näringsliv,8429,180,0.5657,9,13.2353,12.6696,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,25,Allmänna bidrag till kommuner,178960,8126,12.0105,4,5.8824,-6.1281,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,26,Statsskuldsräntor m.m.,18955,0,1.2721,1,1.4706,0.1985,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,S,27,Avgiften till Europeiska unionen,58173,0,3.9042,0,0.0,-3.9042,0.1546,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,1,Rikets styrelse,21163,380,1.3006,0,0.0,-1.3006,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,2,Samhällsekonomi och finansförvaltning,22508,237,1.3833,0,0.0,-1.3833,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,3,"Skatt, tull och exekution",15593,100,0.9583,0,0.0,-0.9583,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,4,Rättsväsendet,100564,79,6.1803,0,0.0,-6.1803,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,5,Internationell samverkan,2344,52,0.1441,0,0.0,-0.1441,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,6,Försvar och samhällets krisberedskap,166800,0,10.2509,11,20.3704,10.1195,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,7,Internationellt bistånd,54418,10599,3.3443,0,0.0,-3.3443,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,8,Migration,11056,-1320,0.6795,0,0.0,-0.6795,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,9,"Hälsovård, sjukvård och social omsorg",118649,5572,7.2917,7,12.963,5.6713,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,145305,17720,8.9299,2,3.7037,-5.2262,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,11,Ekonomisk trygghet vid ålderdom,59910,2200,3.6819,2,3.7037,0.0218,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,12,Ekonomisk trygghet för familjer och barn,127506,20800,7.8361,1,1.8519,-5.9842,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,13,Integration och jämställdhet,4336,1589,0.2665,1,1.8519,1.5854,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,14,Arbetsmarknad och arbetsliv,115429,24381,7.0939,2,3.7037,-3.3902,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,15,Studiestöd,38513,1120,2.3669,0,0.0,-2.3669,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,16,Utbildning och universitetsforskning,112967,9900,6.9426,4,7.4074,0.4648,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,17,"Kultur, medier, trossamfund och fritid",19044,2634,1.1704,0,0.0,-1.1704,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",12923,10710,0.7942,8,14.8148,14.0206,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,19,Regional utveckling,3943,170,0.2423,0,0.0,-0.2423,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,20,"Klimat, miljö och natur",33992,19511,2.089,0,0.0,-2.089,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,21,Energi,12516,5030,0.7692,3,5.5556,4.7864,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,22,Kommunikationer,124289,14423,7.6384,3,5.5556,-2.0828,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,23,"Areella näringar, landsbygd och livsmedel",24325,3072,1.4949,0,0.0,-1.4949,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,24,Näringsliv,8826,577,0.5424,3,5.5556,5.0132,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,25,Allmänna bidrag till kommuner,193121,22287,11.8685,5,9.2593,-2.6092,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,26,Statsskuldsräntor m.m.,18955,0,1.1649,2,3.7037,2.5388,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,V,27,Avgiften till Europeiska unionen,58173,0,3.5751,0,0.0,-3.5751,0.5111,https://data.riksdagen.se/dokument/HC01FiU1.html
2025/26,2026,C,1,Rikets styrelse,19633,-1698,1.2575,2,2.3529,1.0954,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,2,Samhällsekonomi och finansförvaltning,22596,-15,1.4473,0,0.0,-1.4473,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,3,"Skatt, tull och exekution",15600,-540,0.9992,2,2.3529,1.3537,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,4,Rättsväsendet,107923,-78,6.9127,0,0.0,-6.9127,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,5,Internationell samverkan,2321,-5,0.1487,0,0.0,-0.1487,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,6,Försvar och samhällets krisberedskap,207201,0,13.2717,5,5.8824,-7.3893,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,7,Internationellt bistånd,47545,3473,3.0454,0,0.0,-3.0454,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,8,Migration,11858,-1235,0.7595,1,1.1765,0.417,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,9,"Hälsovård, sjukvård och social omsorg",118416,185,7.5848,9,10.5882,3.0034,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,125073,807,8.0112,0,0.0,-8.0112,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,11,Ekonomisk trygghet vid ålderdom,56930,-11,3.6465,0,0.0,-3.6465,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,12,Ekonomisk trygghet för familjer och barn,105067,-2600,6.7298,0,0.0,-6.7298,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,13,Integration och jämställdhet,3369,871,0.2158,0,0.0,-0.2158,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,14,Arbetsmarknad och arbetsliv,72260,-15263,4.6284,6,7.0588,2.4304,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,15,Studiestöd,37019,-4,2.3711,0,0.0,-2.3711,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,16,Utbildning och universitetsforskning,108235,1430,6.9327,15,17.6471,10.7144,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,17,"Kultur, medier, trossamfund och fritid",17661,896,1.1312,0,0.0,-1.1312,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",2104,-32,0.1348,0,0.0,-0.1348,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,19,Regional utveckling,4191,2,0.2684,2,2.3529,2.0845,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,20,"Klimat, miljö och natur",22015,4623,1.4101,4,4.7059,3.2958,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,21,Energi,10698,2203,0.6852,3,3.5294,2.8442,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,22,Kommunikationer,121272,376,7.7677,3,3.5294,-4.2383,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,23,"Areella näringar, landsbygd och livsmedel",20316,293,1.3013,0,0.0,-1.3013,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,24,Näringsliv,10266,1037,0.6576,26,30.5882,29.9306,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,25,Allmänna bidrag till kommuner,186906,3368,11.9717,7,8.2353,-3.7364,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,26,Statsskuldsräntor m.m.,42655,0,2.7321,0,0.0,-2.7321,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,C,27,Avgiften till Europeiska unionen,62097,0,3.9774,0,0.0,-3.9774,0.1602,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,1,Rikets styrelse,21502,171,1.3007,1,1.2346,-0.0661,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,2,Samhällsekonomi och finansförvaltning,22645,34,1.3699,0,0.0,-1.3699,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,3,"Skatt, tull och exekution",16140,0,0.9764,1,1.2346,0.2582,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,4,Rättsväsendet,109452,1451,6.6211,0,0.0,-6.6211,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,5,Internationell samverkan,2333,7,0.1411,0,0.0,-0.1411,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,6,Försvar och samhällets krisberedskap,206986,-215,12.5212,3,3.7037,-8.8175,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,7,Internationellt bistånd,69262,25190,4.1899,1,1.2346,-2.9553,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,8,Migration,11873,-1220,0.7182,0,0.0,-0.7182,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,9,"Hälsovård, sjukvård och social omsorg",124300,6069,7.5193,8,9.8765,2.3572,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,126685,2419,7.6636,0,0.0,-7.6636,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,11,Ekonomisk trygghet vid ålderdom,56941,0,3.4445,0,0.0,-3.4445,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,12,Ekonomisk trygghet för familjer och barn,118350,10683,7.1594,0,0.0,-7.1594,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,13,Integration och jämställdhet,3733,1235,0.2258,0,0.0,-0.2258,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,14,Arbetsmarknad och arbetsliv,90988,3465,5.5041,0,0.0,-5.5041,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,15,Studiestöd,39471,2448,2.3877,0,0.0,-2.3877,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,16,Utbildning och universitetsforskning,110160,3355,6.6639,2,2.4691,-4.1948,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,17,"Kultur, medier, trossamfund och fritid",19260,2495,1.1651,1,1.2346,0.0695,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",2613,477,0.1581,0,0.0,-0.1581,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,19,Regional utveckling,4489,300,0.2716,0,0.0,-0.2716,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,20,"Klimat, miljö och natur",36646,19254,2.2168,12,14.8148,12.598,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,21,Energi,8224,-271,0.4975,17,20.9877,20.4902,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,22,Kommunikationer,132256,11360,8.0006,2,2.4691,-5.5315,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,23,"Areella näringar, landsbygd och livsmedel",23991,3968,1.4513,13,16.0494,14.5981,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,24,Näringsliv,9229,0,0.5583,13,16.0494,15.4911,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,25,Allmänna bidrag till kommuner,180800,-2738,10.9372,7,8.642,-2.2952,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,26,Statsskuldsräntor m.m.,42655,0,2.5803,0,0.0,-2.5803,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,MP,27,Avgiften till Europeiska unionen,62097,0,3.7564,0,0.0,-3.7564,-0.0594,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,1,Rikets styrelse,20882,-449,1.3094,3,3.7037,2.3943,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,2,Samhällsekonomi och finansförvaltning,22661,50,1.421,0,0.0,-1.421,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,3,"Skatt, tull och exekution",16215,75,1.0168,2,2.4691,1.4523,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,4,Rättsväsendet,108246,245,6.7877,0,0.0,-6.7877,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,5,Internationell samverkan,2336,10,0.1465,0,0.0,-0.1465,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,6,Försvar och samhällets krisberedskap,207201,0,12.9928,8,9.8765,-3.1163,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,7,Internationellt bistånd,48072,4000,3.0144,0,0.0,-3.0144,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,8,Migration,13093,0,0.821,2,2.4691,1.6481,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,9,"Hälsovård, sjukvård och social omsorg",123917,5686,7.7704,9,11.1111,3.3407,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,124546,280,7.8098,0,0.0,-7.8098,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,11,Ekonomisk trygghet vid ålderdom,56941,0,3.5705,6,7.4074,3.8369,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,12,Ekonomisk trygghet för familjer och barn,112794,5127,7.0729,2,2.4691,-4.6038,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,13,Integration och jämställdhet,2548,50,0.1598,1,1.2346,1.0748,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,14,Arbetsmarknad och arbetsliv,90328,2805,5.6641,9,11.1111,5.447,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,15,Studiestöd,37827,804,2.372,0,0.0,-2.372,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,16,Utbildning och universitetsforskning,111875,5070,7.0152,9,11.1111,4.0959,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
2025/26,2026,S,17,"Kultur, medier, trossamfund och fritid",17564,799,1.1014,1,1.2346,0.1332,0.2598,https://data.riksdagen.se/dokument/HD01FiU1.html
