session,session_year,party,topic_id,topic_label,segments,words,word_share_pct
2021/22,2021,C,-1,Ej grupperade,73,5282,62.754
2021/22,2021,C,24,partier / ansvar / folket,8,573,6.8077
2021/22,2021,C,9,kärnkraft / kärnkraften / el,7,499,5.9285
2021/22,2021,C,8,skatteväxling / gröna / grön skatteväxling,6,492,5.8453
2021/22,2021,C,22,ryssland / ukraina / ryska,6,470,5.5839
2021/22,2021,C,0,kvinnor / män / kvinnors,4,338,4.0157
2021/22,2021,C,23,nato / försvaret / militära,3,263,3.1246
2021/22,2021,C,16,partier / politiska / valet,5,241,2.8633
2021/22,2021,C,25,jobb / arbetslösheten / arbetsmarknaden,1,92,1.093
2021/22,2021,C,15,äldre / äldreomsorgen / pensionärer,1,83,0.9861
2021/22,2021,C,3,flyktingar / migrationspolitik / invandring,1,74,0.8792
2021/22,2021,C,20,skatter / skatten / skatt,1,10,0.1188
2021/22,2021,KD,-1,Ej grupperade,38,2954,54.5018
2021/22,2021,KD,14,vården / vård / sjukvården,10,772,14.2435
2021/22,2021,KD,24,partier / ansvar / folket,11,763,14.0775
2021/22,2021,KD,9,kärnkraft / kärnkraften / el,6,411,7.583
2021/22,2021,KD,10,barn / föräldrar / barnen,3,196,3.6162
2021/22,2021,KD,3,flyktingar / migrationspolitik / invandring,2,159,2.9336
2021/22,2021,KD,1,polisen / poliser / brott,1,87,1.6052
2021/22,2021,KD,4,järnväg / järnvägen / stockholm,1,78,1.4391
2021/22,2021,L,-1,Ej grupperade,54,3806,53.6661
2021/22,2021,L,9,kärnkraft / kärnkraften / el,11,906,12.775
2021/22,2021,L,24,partier / ansvar / folket,6,408,5.753
2021/22,2021,L,1,polisen / poliser / brott,5,387,5.4569
2021/22,2021,L,13,skolan / skola / elever,4,348,4.9069
2021/22,2021,L,15,äldre / äldreomsorgen / pensionärer,4,297,4.1878
2021/22,2021,L,23,nato / försvaret / militära,3,230,3.2431
2021/22,2021,L,21,jobb / arbetslösheten / arbetsmarknaden,2,137,1.9318
